icrogidA	icrogidB	w
2971106	4625451	0.431
14005592	1630572	0.55
3498834	4038294	0.418
1977606	4403502	0.36
3686531	4762389	1
2126046	3143545	0.644
1400094	4713146	0.28
2876530	4861001	0.28
1180921	2549751	0.55
2068280	2668400	0.529
1386965	485355	0.778
2082462	532535	0.28
3912656	4504081	0.6
4391787	4895088	0.482
1593552	16823354	0.28
2916868	860563	0.191
3572785	4695745	0.719
1588896	821803	0.28
2032497	2991792	0.28
1605620	3925064	0.921
1604576	961525	0.494
2123403	525775	0.84
3475688	3478611	0.55
1909350	336486	0.28
2198040	9378103	0.719
3148555	5344687	0.36
4424310	468877	0.644
2768047	5219859	0.55
190090	508037	0.55
2053332	857930	0.482
14006367	4590798	0.431
2451498	3539144	0.744
2753834	87526	0.482
4374234	4909096	0.28
3034498	961525	0.964
2601413	5017378	0.28
2068280	5413323	0.836
16833928	2993521	0.55
3390649	4922591	0.28
1368998	9645050	0.28
3372819	4411179	0.191
2625765	5341877	0.644
1253203	5123142	0.431
3392054	4198863	0.28
270626	4948675	0.864
3717438	4977455	0.482
2668400	5115478	0.191
1976916	749723	1
3160777	3472192	0.431
4720276	5821236	0.55
1937442	4810370	0.636
2086336	3262102	0.28
4280011	8972882	0.28
2443530	3243741	0.36
1224905	525775	0.28
5199023	5325757	0.996
24031	944786	0.191
2623348	3653674	0.431
5310733	9650703	0.191
4251325	964752	0.191
1457200	508037	0.28
14006980	662837	0.55
1378681	4855352	0.191
2638768	4033107	0.431
1688346	2838393	0.719
2547906	961525	0.995
3077142	5315941	0.55
4442839	4983400	0.778
4452356	9213367	0.55
107322	2639679	0.798
3083997	3091096	0.431
11795690	413653	0.719
3329468	4192189	0.191
1458824	2623348	0.28
3357491	3432435	0.28
23893	2857551	0.778
2778378	4804264	0.55
4803728	591325	0.431
3209096	707837	0.431
1931944	2068280	0.669
5202298	978329	0.644
2304613	3326851	0.28
4154210	5087456	0.431
1146862	5821236	0.431
781714	863768	0.976
475613	762977	0.191
2348958	4106115	0.28
14007198	1734411	0.644
2068280	4704365	0.947
508037	5435336	0.28
2639679	2668400	0.28
291788	57073	0.28
2940388	5821236	0.943
4717503	5369795	0.931
1366033	5295762	0.938
2662282	5338672	0.816
3060520	3165461	0.431
4157895	67429	0.719
13784736	4804977	0.28
2138316	3739863	0.191
16816000	668575	0.948
1594998	9769331	0.6
2092370	532535	0.431
3451127	62083	0.431
16824378	2068280	0.418
2497115	2607334	0.431
1043382	4577585	0.973
4616280	5068950	0.28
1198929	5360526	0.191
14007216	1453300	0.28
4416613	5295829	0.191
129590	2303396	0.28
3544711	856398	0.986
3404979	966425	0.719
14007124	1970718	0.431
687228	941370	0.28
3296207	4493327	0.431
3908752	5355329	0.28
3403142	3699097	0.984
1529536	722955	0.816
1160340	11936467	0.28
14006980	16816000	0.28
3078390	4739027	0.644
269033	3613967	0.431
2899340	4935558	0.28
14005451	9378084	0.28
4943184	966425	0.28
14006980	2067078	0.55
11934935	1900675	0.998
3648504	44533464	0.28
1349134	882993	0.854
1143071	4307230	0.719
3207314	3240773	0.644
4424305	886779	0.644
369866	4280011	0.431
2656219	5406245	0.36
1253203	4563998	0.636
2623348	4238706	1
4889250	886751	0.847
14007248	4261145	0.36
4065204	5406538	0.191
269033	4833189	0.431
14006161	2547021	0.719
2077694	3006313	0.719
1976916	5017558	0.999
3976855	961525	0.36
2443530	247278	0.494
3700237	4384113	0.36
3019638	5305967	0.644
4915790	508037	0.719
1386965	3173724	0.28
3283377	4558614	0.55
3087482	3876838	0.431
1431652	722955	0.482
11934935	4193410	0.931
1396470	5373343	0.719
2092370	4724590	0.55
1550600	4713146	0.55
4411179	4468411	0.191
3502869	3767369	0.54
2338264	4367092	0.55
2138316	385389	0.738
2041388	3662844	0.28
1251604	2068280	0.756
10013539	508037	0.998
468877	4789076	0.591
2930252	4529117	0.793
1401730	4789076	0.431
2677230	3262102	0.28
3831745	4662323	0.772
1017019	3581705	0.36
4804264	9378084	1
1183784	1904421	0.778
1626462	5345783	0.994
5413323	944786	0.36
4501358	5408864	0.955
1661851	3527272	0.28
2903174	5369795	0.798
2255804	5192379	0.431
11795690	980096	0.191
3856174	799425	0.28
1386965	5245322	0.28
2161896	2877211	0.644
37760743	821803	0.28
16822233	5200332	0.28
3970918	456446	0.431
816216	961525	0.431
3369267	5175554	0.191
5296482	842303	0.28
11437859	4088650	0.431
2443530	394706	0.888
3468541	4456845	0.28
163273	508037	0.744
1593552	3613960	0.28
11934935	1884736	0.957
4010022	4484668	0.28
343518	5118416	0.191
10013539	1594998	0.921
5056622	5342160	0.28
1613993	1688346	0.874
2682300	5820940	0.55
1210034	4293229	0.28
5337575	644655	0.191
14006253	599966	0.676
10013539	3877317	0.28
2991792	5118809	0.676
2534623	4384113	0.494
249350	4154210	0.778
936905	961525	0.431
2784563	5271890	0.931
1562406	882993	0.28
1223735	4071702	0.744
4061474	886751	0.627
14007162	5241250	0.28
4374234	867906	0.28
4435249	5406456	0.644
882993	90222	0.431
5315037	6842	0.998
14006330	4990349	0.191
2659519	3396733	1
2303396	3409841	0.28
3359515	5305920	0.191
1620853	2978803	0.55
1772114	4008973	0.767
2857551	509096	0.719
2089354	5345783	0.993
16822233	3410334	0.431
1871880	3550890	0.816
1393325	3201350	0.778
3744540	44533464	0.28
3603966	5017558	0.824
1773798	5165657	0.55
3424036	5345783	0.999
261783	3326851	0.431
2791829	827884	0.824
4973930	977673	0.744
1972215	4117748	0.28
2430328	5017558	0.888
1734411	1937442	0.431
4592714	882993	0.636
2662282	5202298	1
1203457	38508109	0.28
5365212	5408864	0.28
1626462	4411179	0.191
2271964	532535	0.431
164821	5161162	0.983
2548260	3112844	0.431
2256074	5408646	0.36
1660206	2971779	1
2009732	5821236	0.431
1668278	799425	0.28
1207714	4021	0.431
1735580	2266085	0.431
2430328	5400483	0.972
3867063	4572360	0.712
780760	961525	0.494
5278338	9378084	0.418
218817	882993	0.816
16832553	492000	0.36
1223735	749621	0.84
14007198	4563998	0.36
1881339	3096373	0.762
1367296	14006085	0.36
3476704	632859	0.28
2361081	3160534	0.55
1366033	3371469	0.719
1144846	3329408	0.28
3207314	5406245	0.36
4560211	899044	0.36
1381789	4742879	0.431
5207852	762977	0.55
2681838	322700	0.28
3739863	961525	0.28
3019638	3604303	0.644
14006253	3579307	0.55
628054	639929	0.431
2068280	508037	0.997
2187323	3939116	0.998
1160340	3392054	0.28
14006330	5222487	0.778
2318708	2506201	0.854
1688346	4010022	0.28
21814569	5121081	0.698
232848	27916262	0.591
1885413	3666283	0.28
3378486	51130236	0.28
3410334	5295762	0.28
3607869	4695745	0.913
2068280	3691852	0.981
1562406	508037	0.55
2806644	3157263	0.28
2903058	4374641	0.951
1566579	16822942	0.28
1208032	4983248	0.913
2068280	2979002	0.816
2086336	3371469	1
44533464	584891	0.6
3034498	4280011	0.951
14006980	1904421	0.28
4743610	5413323	0.36
1244012	3925064	0.895
50936021	781714	0.36
14007299	671816	0.36
2068280	4092105	0.529
882993	986959	0.28
2951619	87526	0.55
1251604	1720931	0.644
2497771	886779	0.28
1871880	2023064	0.28
5124712	5230193	0.431
2681838	4498413	0.431
1688346	863768	0.28
1066766	14007662	0.55
2370580	857930	0.676
3363510	4436788	0.55
2392011	875318	0.987
2019126	2768047	0.28
2497115	3691852	0.861
1976916	5334857	0.191
1368998	2979411	0.719
14008088	292123	0.431
1007949	1223735	0.951
5114696	827884	0.431
1386965	163267	0.627
1089690	1738257	0.824
1739784	2623348	0.913
1401435	5309542	0.874
1390823	857930	0.966
2178303	767458	0.28
150828	1515072	0.191
2423744	2768047	0.28
1848832	3130413	0.28
3207314	488952	0.99
2127495	2256074	0.431
14007248	876198	0.36
1313140	1495626	0.431
3095898	3691852	0.972
44533464	4527918	0.28
1688346	1991355	0.719
1730453	2350445	0.28
14007381	3363510	0.9
326265	975466	0.816
2521025	5029116	0.55
2080390	4384113	0.28
4157895	5408864	0.418
2068280	2578531	0.9
3522631	508037	0.431
5400871	628054	1
342056	961525	0.905
475613	5298951	0.191
4554272	5296482	0.644
3807507	5400871	0.482
1255747	475613	0.191
4790412	966425	0.943
10013539	2946713	0.431
10012887	43359	0.28
4863907	857930	1
235547	2639679	1
3007821	9378084	0.431
2305637	2696711	0.28
1496922	2068280	0.719
406599	4296867	0.191
1734411	30978778	0.28
10012887	3034498	0.431
3095898	3666283	0.28
14005795	4698162	0.28
2151993	2528102	0.191
4810370	799425	0.55
2903174	3432435	0.744
3768719	5124712	0.902
3484806	4819498	0.97
10724585	856398	0.191
4154210	547668	0.482
3808556	4279988	0.36
16823354	3572785	0.644
110906	5219859	0.28
1907074	2287965	0.909
2971366	4456934	0.431
4131948	5310733	0.191
1596579	2693745	0.191
4452356	665554	0.9
3221897	3410334	0.55
2068280	468877	0.529
1871880	3992769	0.431
1279185	4004555	0.93
3811847	3912212	0.28
2521025	3167529	0.191
4899455	5841055	0.55
1815096	4687717	0.36
3524078	4529117	0.778
1447330	3363510	0.36
1593552	5208865	0.28
16824161	4744903	0.28
3899131	821803	0.482
10012887	3269609	0.28
4101989	5175554	0.191
2748775	863768	0.28
14006841	1847038	0.36
2562975	5120897	0.191
2229096	5310733	0.191
3766206	4867422	0.644
1155601	1508903	0.28
16823354	3908752	0.431
1272320	781714	0.55
1989387	2019126	0.877
16832553	9645050	0.36
2050151	27024680	0.55
5192379	986959	0.431
2626939	36189	0.824
3134370	961525	0.494
2662282	532535	0.28
2449677	3581705	0.36
3364496	5821236	0.28
2068280	5118416	0.979
3489875	5162718	0.431
3027803	685046	0.55
3699097	5397363	0.28
2547485	3299839	0.591
4724590	5413309	0.767
5334857	5821236	0.581
4303804	5219859	0.55
16823354	1885413	0.644
16826005	3529144	0.55
2930252	3877317	0.28
2178303	5278338	0.644
1418479	5255272	0.55
1743659	2266525	0.719
2601413	5123142	0.431
2068280	2821119	0.28
5310676	886779	0.988
2556870	5310672	0.973
2742570	678540	0.431
1636625	39672846	0.28
3095898	762977	0.482
16822942	2260576	0.28
4320654	44533464	0.28
4384113	596393	0.431
2794789	44533464	0.28
2035321	799425	0.28
1467798	4020056	0.636
1688346	2068280	0.877
1442115	1613993	0.36
510062	599966	0.28
1818616	2392885	1
1197360	4403502	0.9
250775	44533464	0.28
16831079	332520	0.644
16816000	1963721	0.55
1030157	3840641	0.28
3925064	850903	0.917
2068280	4424305	0.902
14006769	964296	0.55
1757092	2178303	0.719
2577129	269033	0.431
1026809	9214020	0.644
3357491	3391087	0.28
3629517	857930	0.676
1772114	3768719	0.684
10012887	4577585	0.644
158012	1871880	0.431
1162848	3832451	0.28
2043465	4582673	0.36
3274609	5373343	0.28
14007299	5157888	0.482
1170182	44533464	0.844
14007179	3303555	0.28
4266016	5821236	0.55
2068280	2601413	0.719
1373290	3876838	0.431
2903058	966425	0.931
2127495	5157354	0.28
2765887	3655500	0.36
2521136	3840641	0.965
194750	4280011	0.431
2350445	261740	0.28
1428760	5295829	0.431
2930252	9768717	0.676
164821	3112415	0.938
1720931	386715	0.998
3758210	3773125	0.28
4724590	820620	0.28
1368998	978329	0.36
2841951	5295829	0.591
315264	39672846	0.431
4567199	508037	0.28
3666283	547668	0.28
3904620	4280011	0.431
3691852	4751656	0.28
1881339	5406245	0.36
3759885	4042118	0.431
16831079	4863907	0.644
1397156	961525	0.494
4867422	5280551	0.28
1114514	1404944	0.431
2973208	4300278	0.28
3096373	456446	1
163267	4629944	0.482
1977606	9214147	0.28
2871078	961525	0.494
2497115	4424310	0.644
4664969	857930	0.55
1937442	2334564	0.36
4427136	574047	0.36
1108016	2593886	0.28
1144846	4434473	0.719
1210034	4831970	0.431
2338264	618017	0.28
4049758	824160	0.28
14007162	4777149	0.28
5231284	545552	0.798
2623348	966425	0.55
1529536	9213487	0.719
1109800	966425	0.28
16816621	471317	0.36
1653461	4625451	0.824
1007590	5364654	0.431
1857205	5406245	0.191
4692762	5095625	0.719
3999360	4793214	0.816
1591918	2166943	0.644
4056103	5118416	0.971
10012887	751057	0.28
1904276	3214963	0.482
2499314	3758210	0.36
390142	5369795	0.431
4625451	820620	0.744
14006367	3982085	0.719
2623348	806588	1
16816000	4572002	0.55
31600	4403502	0.36
2991792	4293898	0.861
1562406	2547906	0.36
1066643	44533464	0.28
1885413	3925064	0.928
10012887	1613993	0.28
2841951	3756065	0.55
14007162	900408	0.798
14006088	4365557	0.28
1386965	4698162	0.55
14006948	928592	0.676
1508469	5408864	0.28
332520	717706	0.28
3034498	5416988	0.28
2806644	51130236	0.28
16816000	5280551	0.946
1361333	4197396	0.798
1183185	1947840	0.55
3066028	39672846	0.28
2930252	5334182	0.28
2366469	5289368	0.676
3231405	882993	0.28
2079075	2639679	0.778
1472423	532535	0.28
4835623	5247574	0.28
2157009	781714	0.832
116262	2547485	0.744
1526458	39672846	0.28
3333598	44533464	0.824
3908841	545552	0.55
3578630	5397363	0.816
1881339	3262102	0.55
1004542	882993	0.798
3111585	961525	0.36
3034498	3695244	0.28
2521136	3479038	0.28
16832758	2443530	0.494
3768719	5091618	0.824
4349054	4717265	0.644
2527692	2724577	0.431
2266822	4305018	0.494
2946713	508037	0.28
1031192	1228210	0.55
14007211	5177449	0.482
781714	886751	0.55
238715	5219854	0.744
1629380	254716	0.28
1115315	805597	0.824
2246861	3901963	0.719
508037	5406750	0.644
1734411	5397065	0.28
1562406	3962824	0.28
1279220	4431846	0.482
3262102	5395599	0.55
22179223	8972514	0.778
3550890	4246011	0.943
3197479	5356665	0.431
4795065	857930	0.888
3653532	4687717	0.36
3371469	4251325	0.719
3903885	5059362	0.986
2600424	3758086	0.988
1576328	3371469	0.482
3201350	5202298	0.28
4425897	5219859	0.28
1400094	16816000	0.719
3496137	508037	0.28
4133430	532535	0.644
3236710	728207	0.191
3568257	4859013	0.418
3741244	857930	0.431
1128724	857930	0.28
2138316	3260368	0.191
2889070	4067620	0.28
11792364	821803	0.431
230776	2562975	0.191
115667	4260653	0.28
4427136	5177449	0.345
4576622	5821236	0.84
14007216	4279988	0.191
5032355	5051572	0.644
16823354	2662282	0.431
3344377	644655	0.191
2168149	2607334	1
1531614	3583773	0.431
1183784	343518	0.84
1907074	4565634	0.992
233780	875318	0.28
2412382	406599	0.191
1562406	3357491	0.957
4428443	994809	0.28
34643380	865149	0.431
2561701	961525	0.494
2151993	3498834	0.191
2639679	3655500	0.36
3371469	4434473	0.6
1730561	671816	0.997
3943568	413653	0.431
685046	821803	0.431
13924443	4687717	0.36
504941	875318	0.28
14008073	3272064	0.482
1281000	2623348	0.28
3342392	3403142	0.952
1615709	2157009	0.705
1214633	886751	0.778
3925064	4863907	0.832
1907074	2068280	0.879
5289096	9213367	0.36
16816000	3153397	0.55
1660206	1873263	0.191
4260653	77831	0.28
4122724	966425	0.36
11793640	597307	0.431
5841055	974711	0.719
3344377	3932690	0.28
3756065	9148484	0.28
14005663	3553333	0.644
1591918	390142	0.951
230776	4353082	0.55
436342	5212606	0.676
482626	5411450	0.431
4035333	4154210	0.55
1097696	5344687	0.36
14006330	2401168	0.36
1584161	679750	0.676
14006367	1529536	0.28
16824161	711574	0.627
1477815	3209348	0.28
5325764	961525	0.494
14007084	4157895	0.55
1012586	4242856	0.28
3413748	821803	0.28
10013050	2499322	0.28
10724585	1927096	0.431
135882	1593552	0.824
2186087	3113975	0.55
3066675	886779	0.55
3378486	5045181	0.431
218817	468877	0.55
2903457	3371469	0.55
2272676	4520307	0.431
4002594	5367134	0.55
2244777	4893767	1
133373	3503650	0.55
1615709	4032715	0.28
1224905	2613246	0.55
508037	9213510	0.719
1535511	5175554	0.871
2030728	857930	0.431
2951619	868671	0.55
10013539	5031418	0.28
3653750	426556	0.931
2397411	3773125	0.191
3034498	5336713	0.28
4370738	4524269	0.191
14007248	271062	0.54
1863238	4263462	0.55
186242	3895614	1
5219859	986959	0.55
2079429	4194512	0.719
3201350	820620	0.778
16832553	173491	0.36
2479812	4010022	0.28
737675	804206	0.191
5219859	672215	0.644
1038283	508037	0.431
14005396	3490749	0.55
1909520	2068280	0.191
1400094	3076419	0.989
16825874	964752	0.89
10013877	781714	0.36
2127495	2639679	1
2043465	3393369	0.36
2178199	66889	0.999
5088667	961525	0.494
3524078	448835	0.778
10013539	2636147	0.36
5317103	5413323	0.36
1873263	4977455	0.191
23582665	2726528	0.431
1031192	5118416	0.191
2853952	5831988	0.28
4166863	5123142	0.431
5403827	746078	0.28
29439	5175554	0.191
3511512	961525	0.494
1588896	3666283	0.28
2572815	857930	0.36
1267417	717706	0.28
35588084	475613	0.191
3236710	4269849	0.431
3016391	4154210	0.778
5006443	5413323	0.36
105171	5321570	0.36
3363510	5168090	0.28
14006929	3034498	0.28
4846000	5373033	0.431
4042429	4463240	0.931
14006980	5280551	0.28
2889070	467320	0.644
3653532	3837793	0.802
2806644	5038017	0.644
2005971	3034498	0.28
508037	5375088	0.36
3096373	3342392	0.952
2682300	961525	0.591
1937442	710983	0.28
14006948	1720931	0.28
16821806	2068280	0.939
3051068	5081339	0.431
14006948	886779	0.767
2930252	4863038	0.55
1628559	1872388	0.431
2077694	952160	0.974
10013539	2439822	0.961
4017405	4787142	0.644
2214569	2413448	0.36
2665511	2755793	0.55
2864509	5413323	0.36
2041388	857930	0.627
5076550	961525	0.494
1012586	14008088	0.55
2214569	5373783	0.36
3157263	863768	0.28
1251604	16822942	0.431
1457211	150828	0.36
2853952	9148605	0.28
1076258	2082182	0.28
5397363	782598	0.28
3027803	4404782	0.744
14005684	2157358	0.738
4150744	746078	0.28
3912212	964752	0.28
2347958	57073	0.591
150828	2331199	0.36
1226600	2392885	0.431
2138316	4360035	0.54
2930252	4804264	0.854
4977455	547668	0.719
3816848	468877	0.684
1588896	2903175	0.824
150828	635742	0.36
110906	2271964	0.55
5354468	746078	0.55
4083603	468877	0.644
2068280	4604695	0.345
2178303	4437203	0.431
3160777	5408343	0.431
2151504	31292	0.431
2020780	3262102	0.925
3666283	3702562	0.55
1007949	5821236	0.971
1784955	4000906	1
2322838	5188880	0.676
5038017	863768	0.431
3481359	4280011	0.705
448835	508037	0.431
3509741	4007328	0.984
1386965	53525553	0.28
14006330	2142605	0.191
1065781	961525	0.494
1740042	5275746	0.55
5023834	961525	0.28
4067620	4450319	0.676
32928829	40293	0.719
1368998	2807626	0.28
373337	3925064	0.28
86338	961525	0.494
2254894	53381	0.431
62083	969889	0.431
1007949	5400871	0.28
1386965	941370	0.973
1562406	1586754	0.28
1386965	2547485	0.719
39672846	4523661	0.28
1976916	5208645	0.676
2123403	457052	0.861
1854985	50142901	0.28
3383125	4815127	0.431
2085035	5400871	0.997
3390649	5373343	0.636
2202248	4010022	0.28
3470416	4242856	0.28
1799074	44533464	0.28
3736508	5345783	0.993
532535	783937	0.55
238955	4042785	0.431
11795391	753385	0.54
2043465	899063	0.55
16816000	4012386	0.28
3165919	3174903	0.793
4874921	53381	0.627
2613246	5278338	0.431
4088650	5309542	0.644
4374234	632859	0.482
1449530	2660820	0.36
2904938	652879	0.719
3160777	3607869	0.431
10013539	4048302	0.55
377527	4916471	0.36
1223735	1991355	0.961
14006367	499009	0.877
1495626	5153012	0.431
150828	1550600	0.6
1026809	863768	0.778
44533464	620717	0.55
14008183	9768725	0.744
4721116	961525	0.36
16822233	4997501	0.719
2068280	966425	0.909
1637305	64717	0.676
399772	4155404	0.998
44533464	5212606	0.28
14006980	1458824	0.28
2135848	2178199	0.738
3088223	5345783	0.997
1720931	4041765	0.28
2222878	3363510	0.82
218872	5406750	0.431
2061258	2068280	0.47
3062679	751872	0.28
16820919	1936745	0.28
1368998	322700	0.28
532535	5365212	0.28
4717503	498439	0.719
508037	9769024	0.28
3213877	3553333	0.919
229772	2605679	0.28
1496922	1720931	0.28
14006948	5369795	0.28
1742788	4772081	0.28
3145392	44533464	0.431
3255486	5356665	0.28
2923779	5250584	0.55
151491	317988	0.36
2119185	961525	0.431
1429207	2623348	1
2326923	961525	0.494
280867	4977455	0.191
10012887	4713146	0.482
164821	5400471	0.28
1393325	2636887	0.28
14007161	5199686	0.431
749621	781714	0.854
1681184	3345935	0.431
2305637	3643191	0.431
1071586	707837	0.28
406599	4601257	0.191
3952873	4600608	0.431
3779756	961525	0.36
2748775	3912212	0.431
16832553	4181514	0.36
127538	3096373	0.418
2068280	3840641	0.798
2961203	488952	0.744
468877	4698162	0.719
14005421	4821148	0.851
1661851	3561527	0.55
2154661	26947107	0.431
5279588	961525	0.82
3290342	5208865	0.915
11791409	964752	0.494
1757049	3004504	0.644
280867	5345783	0.955
1102513	958086	0.864
1514270	5289096	0.482
2378913	4589376	0.28
372195	508037	0.431
3908752	4804264	0.719
5287963	5397363	0.28
5395763	5406538	0.191
3832451	4251563	0.895
2996247	4435463	0.36
45404	4701985	0.36
2482188	5821236	0.581
1960370	2555383	0.28
3412608	4198863	0.55
4280011	5167425	0.431
1885413	875318	0.482
856398	941370	0.591
14005669	1636625	0.191
2742570	4424310	0.431
16816556	2662282	0.867
