icrogid	uid	hgnc_symbol	entrezgene	ensembl_gene_id
2297829	1889260	TIMM44	10469	ENSG00000104980
1927096	2498461	TIMM50	92609	ENSG00000105197
4465320	4465320	TIMM8A	1678	ENSG00000126953
766599	2704937	TIMM8B	26521	ENSG00000150779
995466	4336213	TIMM9	26520	ENSG00000100575
4396829	5123142	TIMMDC1	51300	ENSG00000113845
3497176	3971681	TIMP1	7076	ENSG00000102265
1403804	4468330	TIMP2	7077	ENSG00000035862
3561944	3971681	TIMP3	7078	ENSG00000100234
1202349	4802061	TIMP4	7079	ENSG00000157150
4650519	5406538	TINAG	27283	ENSG00000137251
182667	3236710	TINAGL1	64129	ENSG00000142910
2814205	3867581	TINF2	26277	ENSG00000092330
3356714	16816000	TIPARP	25976	ENSG00000163659
5826577	2186087	TIPIN	54962	ENSG00000075131
5121742	3369489	TIPRL	261726	ENSG00000143155
4389571	3489652	TIRAP	114609	ENSG00000150455
3898678	1143071	TJAP1	93643	ENSG00000137221
162104	5157888	TJP1	7082	ENSG00000277401
2413448	4662323	TJP2	9414	ENSG00000119139
4184839	4184839	TJP3	27134	ENSG00000105289
3468957	4888960	TK1	7083	ENSG00000167900
1655666	1492532	TKFC	26007	ENSG00000149476
5133556	3502869	TKT	7086	ENSG00000163931
4592520	2353348	TKTL2	84076	ENSG00000151005
38824271	2068280	TLCD1	116238	ENSG00000160606
9442562	2204433	TLDC1	57707	ENSG00000140950
3082885	4717646	TLE1	7088	ENSG00000196781
3724222	3082885	TLE2	7089	ENSG00000065717
5408338	5176863	TLE3	7090	ENSG00000140332
3843990	5365591	TLE4	7091	ENSG00000106829
23125941	1070407	TLE6	79816	ENSG00000104953
4846286	1692316	TLK1	9874	ENSG00000198586
5408343	3875217	TLK2	11011	ENSG00000146872
1647909	2186087	TLL1	7092	ENSG00000038295
1349134	3097962	TLN1	7094	ENSG00000137076
5821067	4154210	TLN2	83660	ENSG00000171914
1812531	4121257	TLR1	7096	ENSG00000174125
311151	735309	TLR10	81793	ENSG00000174123
735309	886779	TLR2	7097	ENSG00000137462
4013890	3503650	TLR3	7098	ENSG00000164342
524549	130445	TLR4	7099	ENSG00000136869
4553656	524549	TLR5	7100	ENSG00000187554
5274208	5274208	TLR6	10333	ENSG00000174130
3909376	1186808	TLR7	51284	ENSG00000196664
784615	5234989	TLR8	51311	ENSG00000101916
4732287	2435434	TLR9	54106	ENSG00000239732
973839	5267677	TLX1	3195	ENSG00000107807
5054826	3082885	TLX2	3196	ENSG00000115297
4260653	3095898	TLX3	30012	ENSG00000164438
4326910	2186087	TM2D1	83941	ENSG00000162604
26041441	783116	TM2D2	83877	ENSG00000169490
34468259	34468259	TM2D3	80213	ENSG00000184277
846274	201818	TM4SF1	4071	ENSG00000169908
22973362	14006660	TM4SF19	116211	ENSG00000145107
4545829	4545829	TM4SF20	79853	ENSG00000168955
22578427	5032510	TM4SF4	7104	ENSG00000169903
2568717	3251195	TM7SF2	7108	ENSG00000149809
1972618	2068280	TM7SF3	51768	ENSG00000064115
4972645	1774833	TM9SF1	10548	ENSG00000100926
3696628	4796501	TM9SF2	9375	ENSG00000125304
98740	32700018	TM9SF3	56889	ENSG00000077147
1979116	655283	TM9SF4	9777	ENSG00000101337
5298493	16817590	TMA16	55319	ENSG00000198498
33531346	2068280	TMA7	51372	ENSG00000232112
1235272	454945	TMBIM1	64114	ENSG00000135926
5205965	5205965	TMBIM4	51643	ENSG00000282031
2824752	2981808	TMBIM6	7009	ENSG00000139644
467347	2080390	TMC1	117531	ENSG00000165091
25525002	3584617	TMC5	79838	ENSG00000103534
21725010	2068280	TMC6	11322	ENSG00000141524
24021618	24021618	TMC7	79905	ENSG00000170537
9147958	9147958	TMCC1	23023	ENSG00000172765
2482675	2186087	TMCC2	9911	ENSG00000133069
14008062	1881339	TMCC3	57458	ENSG00000057704
3044796	5205965	TMCO1	54499	ENSG00000143183
4315811	4315811	TMCO3	55002	ENSG00000150403
4700222	4700222	TMCO6	55374	ENSG00000113119
3584905	1698738	TMED1	11018	ENSG00000099203
4042118	3816848	TMED10	10972	ENSG00000170348
4214270	2508904	TMED2	10959	ENSG00000086598
4174672	4918939	TMED3	23423	ENSG00000166557
4082021	4214270	TMED4	222068	ENSG00000158604
487480	2068280	TMED5	50999	ENSG00000117500
71438	9443045	TMED7-TICAM2	100302736	ENSG00000251201
33919933	2068280	TMED8	283578	ENSG00000100580
5140788	2019126	TMED9	54732	ENSG00000184840
50991918	5032510	TMEM100	55273	ENSG00000166292
30622733	4824597	TMEM101	84336	ENSG00000091947
3182357	4303895	TMEM102	284114	ENSG00000181284
2864509	2864509	TMEM104	54868	ENSG00000109066
35036863	5240249	TMEM106A	113277	ENSG00000184988
36391861	2068280	TMEM106B	54664	ENSG00000106460
2547251	2068280	TMEM106C	79022	ENSG00000134291
53045657	53045657	TMEM107	84314	ENSG00000179029
2192391	3008487	TMEM108	66000	ENSG00000144868
2770816	2981808	TMEM109	79073	ENSG00000110108
4246649	4761161	TMEM11	8834	ENSG00000178307
4430550	5032510	TMEM115	11070	ENSG00000126062
4340916	4122724	TMEM120A	83862	ENSG00000189077
439131	3971313	TMEM123	114908	ENSG00000152558
43000602	1848068	TMEM126A	84233	ENSG00000171202
1771580	4953160	TMEM126B	55863	ENSG00000171204
42678742	2068280	TMEM127	55654	ENSG00000135956
45930970	45930970	TMEM128	85013	ENSG00000132406
42006642	2068280	TMEM129	92305	ENSG00000168936
9441617	9441617	TMEM131	23505	ENSG00000075568
796747	3333598	TMEM132A	54972	ENSG00000006118
25164633	2413104	TMEM132C	92293	ENSG00000181234
48301203	48301203	TMEM132D	121256	ENSG00000151952
2948002	2948002	TMEM134	80194	ENSG00000172663
1665618	2068280	TMEM135	65084	ENSG00000166575
2590337	2590337	TMEM139	135932	ENSG00000178826
14008051	5032510	TMEM140	55281	ENSG00000146859
4377523	4377523	TMEM141	85014	ENSG00000244187
3521924	14005409	TMEM147	10430	ENSG00000105677
3264087	5032510	TMEM14A	28978	ENSG00000096092
22673127	2374256	TMEM14B	81853	ENSG00000137210
404540	2423457	TMEM14C	51522	ENSG00000111843
45476272	45476272	TMEM150C	441027	ENSG00000249242
9214250	5145745	TMEM159	57146	ENSG00000011638
633619	5091618	TMEM160	54958	ENSG00000130748
4602466	3316014	TMEM161A	54929	ENSG00000064545
52396459	52396459	TMEM164	84187	ENSG00000157600
2858145	3513892	TMEM165	55858	ENSG00000134851
23730876	2068280	TMEM167A	153339	ENSG00000174695
52228388	52228388	TMEM167B	56900	ENSG00000215717
36969372	1001745	TMEM168	64418	ENSG00000146802
34718332	2068280	TMEM169	92691	ENSG00000163449
39965316	2068280	TMEM170A	124491	ENSG00000166822
25754072	2068280	TMEM171	134285	ENSG00000157111
3076325	4352638	TMEM173	340061	ENSG00000184584
30800063	2856334	TMEM174	134288	ENSG00000164325
35873071	2186087	TMEM175	84286	ENSG00000127419
817759	1552605	TMEM176A	55365	ENSG00000002933
3003270	5298782	TMEM177	80775	ENSG00000144120
690479	4370738	TMEM179B	374395	ENSG00000185475
28529316	2068280	TMEM18	129787	ENSG00000151353
36955058	2186087	TMEM180	79847	ENSG00000138111
4890555	2186087	TMEM183A	92703	ENSG00000163444
47941717	47941717	TMEM183A	653659	ENSG00000163444
29731560	454945	TMEM184A	202915	ENSG00000164855
28662802	28662802	TMEM184B	25829	ENSG00000198792
3957384	2613246	TMEM184C	55751	ENSG00000164168
4996814	2068280	TMEM185B	79134	ENSG00000226479
52130587	52130587	TMEM186	25880	ENSG00000184857
41660403	2191479	TMEM189	387521	ENSG00000240849
41660403	4884208	TMEM189-UBE2V1	387522	ENSG00000124208
353975	5068950	TMEM19	55266	ENSG00000139291
1170479	2068280	TMEM192	201931	ENSG00000170088
3883197	3883197	TMEM199	147007	ENSG00000244045
2950543	2068280	TMEM2	23670	ENSG00000135048
39676519	39676519	TMEM201	199953	ENSG00000188807
1672305	3479715	TMEM203	94107	ENSG00000187713
27796281	2068280	TMEM205	374882	ENSG00000105518
1283455	1283455	TMEM206	55248	ENSG00000065600
28754169	2856334	TMEM207	131920	ENSG00000198398
33221051	2068280	TMEM209	84928	ENSG00000146842
5105079	2068280	TMEM214	54867	ENSG00000119777
26126651	816419	TMEM216	51259	ENSG00000187049
862698	24456	TMEM222	84065	ENSG00000186501
2842722	2842722	TMEM223	79064	ENSG00000168569
32345689	32345689	TMEM225	338661	ENSG00000204300
3171200	3409706	TMEM230	29058	ENSG00000089063
32890238	2068280	TMEM233	387890	ENSG00000224982
28807025	5032510	TMEM234	56063	ENSG00000160055
47422138	47422138	TMEM237	65062	ENSG00000155755
4439249	4439249	TMEM241	85019	ENSG00000134490
5300014	2068280	TMEM245	23731	ENSG00000106771
47587685	47587685	TMEM246	84302	ENSG00000165152
163983	2068280	TMEM248	55069	ENSG00000106609
4674764	4674764	TMEM25	84866	ENSG00000149582
25776362	2856334	TMEM252	169693	ENSG00000181778
23726315	645993	TMEM253	643382	ENSG00000232070
53524476	53524476	TMEM254	80195	ENSG00000133678
42932219	2186087	TMEM255A	55026	ENSG00000125355
2298495	4967507	TMEM256	254863	ENSG00000205544
2567366	3673123	TMEM256-PLSCR3	57048	ENSG00000187838
42473026	2068280	TMEM258	746	ENSG00000134825
964776	4480196	TMEM259	91304	ENSG00000182087
3314566	2186087	TMEM261	90871	ENSG00000137038
792645	2068280	TMEM263	90488	ENSG00000151135
45037918	45037918	TMEM27	57393	ENSG00000147003
2283252	2768047	TMEM30A	55754	ENSG00000112697
36699133	43040429	TMEM30B	161291	ENSG00000182107
1883691	4761161	TMEM33	55161	ENSG00000109133
26115010	2186087	TMEM35	59353	ENSG00000126950
53511440	53511440	TMEM37	140738	ENSG00000171227
1874205	2068280	TMEM38B	55151	ENSG00000095209
856432	2068280	TMEM39A	55254	ENSG00000176142
5218754	5218754	TMEM39B	55116	ENSG00000121775
29299442	2068280	TMEM41A	90407	ENSG00000163900
1283874	1283874	TMEM41B	440026	ENSG00000166471
896703	13784666	TMEM43	79188	ENSG00000170876
32419848	1562406	TMEM44	93109	ENSG00000145014
22984479	2068280	TMEM45A	55076	ENSG00000181458
3615586	3638857	TMEM45B	120224	ENSG00000151715
30751590	37000550	TMEM5	10329	ENSG00000118600
453873	3628334	TMEM50A	23585	ENSG00000183726
1493241	3924799	TMEM51	55092	ENSG00000171729
2887768	2186087	TMEM53	79639	ENSG00000126106
57402	548744	TMEM54	113452	ENSG00000121900
4637806	2271964	TMEM55A	55529	ENSG00000155099
3178240	3178240	TMEM55B	90809	ENSG00000165782
2673062	2673062	TMEM57	55219	ENSG00000204178
52714877	52714877	TMEM59	9528	ENSG00000116209
31701010	2068280	TMEM59L	25789	ENSG00000105696
2753412	4547746	TMEM62	80021	ENSG00000137842
4667455	2068280	TMEM63A	9725	ENSG00000196187
4801733	3378486	TMEM63B	55362	ENSG00000137216
49991866	49991866	TMEM64	169200	ENSG00000180694
38797773	4364879	TMEM65	157378	ENSG00000164983
8972762	2567060	TMEM67	91147	ENSG00000164953
39940879	39940879	TMEM68	137695	ENSG00000167904
704697	806284	TMEM70	54968	ENSG00000175606
1620966	4154210	TMEM74B	55321	ENSG00000125895
30505521	5083094	TMEM86A	144110	ENSG00000151117
2033956	2033956	TMEM87A	25963	ENSG00000103978
4648258	4258047	TMEM8B	51754	ENSG00000137103
3409706	3924799	TMEM9	252839	ENSG00000116857
31051188	2856334	TMEM92	162461	ENSG00000167105
43188868	2186087	TMEM97	27346	ENSG00000109084
30626473	5276157	TMEM98	26022	ENSG00000006042
1233477	3170037	TMEM9B	56674	ENSG00000175348
1822594	1991355	TMF1	7110	ENSG00000144747
24801477	24801477	TMIGD2	126259	ENSG00000167664
3716289	3716289	TMLHE	55217	ENSG00000185973
4829636	14007161	TMOD1	7111	ENSG00000136842
2738962	3926876	TMOD2	29767	ENSG00000128872
1445402	5255272	TMOD3	29766	ENSG00000138594
5199686	14007161	TMOD4	29765	ENSG00000163157
126772	2605679	TMPO	7112	ENSG00000120802
5259802	4396377	TMPRSS11A	339967	ENSG00000187054
52529804	52529804	TMPRSS11D	9407	ENSG00000153802
30173390	30173390	TMPRSS13	84000	ENSG00000137747
16819143	16819143	TMPRSS15	5651	ENSG00000154646
222359	2071127	TMPRSS3	64699	ENSG00000160183
4931750	14005899	TMPRSS6	164656	ENSG00000187045
3462080	4829636	TMSB10	9168	ENSG00000034510
4876251	4972844	TMSB4X	7114	ENSG00000205542
495484	799425	TMSB4Y	9087	ENSG00000154620
164094	4862491	TMTC2	160335	ENSG00000179104
25896996	2068280	TMTC3	160418	ENSG00000139324
47178853	3321796	TMUB1	83590	ENSG00000164897
5408575	5408575	TMUB2	79089	ENSG00000168591
5199852	16817590	TMX1	81542	ENSG00000139921
655283	2988715	TMX2	51075	ENSG00000213593
3671726	4384113	TMX3	54495	ENSG00000166479
2718336	4802489	TMX4	56255	ENSG00000125827
482264	4791881	TNC	3371	ENSG00000041982
342056	5151310	TNF	7124	ENSG00000206439
897463	1738257	TNFAIP1	7126	ENSG00000109079
1482877	2068280	TNFAIP2	7127	ENSG00000185215
24031	321521	TNFAIP3	7128	ENSG00000118503
356579	13511365	TNFAIP6	7130	ENSG00000123610
2778815	4003138	TNFAIP8	25816	ENSG00000145779
4495783	5032859	TNFAIP8L1	126282	ENSG00000185361
35345577	35345577	TNFAIP8L2	79626	ENSG00000163154
13924533	459368	TNFRSF10A	8797	ENSG00000104689
10724585	13924533	TNFRSF10B	8795	ENSG00000120889
2865617	5011796	TNFRSF10C	8794	ENSG00000173535
125977	1976328	TNFRSF10D	8793	ENSG00000173530
3032639	2981808	TNFRSF11A	8792	ENSG00000141655
995665	2251971	TNFRSF11B	4982	ENSG00000164761
1619858	1925908	TNFRSF12A	51330	ENSG00000006327
1856928	1186808	TNFRSF13B	23495	ENSG00000240505
5026173	5026173	TNFRSF13C	115650	ENSG00000159958
2157358	254716	TNFRSF14	8764	ENSG00000157873
4204790	254716	TNFRSF17	608	ENSG00000048462
2142666	5825307	TNFRSF18	8784	ENSG00000186891
3535846	2981808	TNFRSF19	55504	ENSG00000127863
1020765	4258047	TNFRSF1A	7132	ENSG00000067182
2498461	4871405	TNFRSF1B	7133	ENSG00000028137
4306109	4660946	TNFRSF21	27242	ENSG00000146072
1051212	2611520	TNFRSF25	8718	ENSG00000215788
2567830	4674346	TNFRSF4	7293	ENSG00000186827
724904	4059603	TNFRSF6B	8771	ENSG00000243509
3832992	1613559	TNFRSF8	943	ENSG00000120949
1452005	2547906	TNFRSF9	3604	ENSG00000049249
2251971	4659919	TNFSF10	8743	ENSG00000121858
1409948	2981808	TNFSF11	8600	ENSG00000120659
1325919	2527179	TNFSF12-TNFSF13	407977	ENSG00000248871
254716	2157358	TNFSF13	8741	ENSG00000161955
4150741	4204790	TNFSF13B	10673	ENSG00000102524
722164	1925908	TNFSF14	8740	ENSG00000125735
4059603	1051212	TNFSF15	9966	ENSG00000181634
5825307	2142666	TNFSF18	8995	ENSG00000120337
4674346	4674346	TNFSF4	7292	ENSG00000117586
1613559	1613559	TNFSF8	944	ENSG00000106952
3131567	3131567	TNFSF9	8744	ENSG00000125657
1159046	4587507	TNIK	23043	ENSG00000154310
259627	4372825	TNIP1	10318	ENSG00000145901
2674173	961525	TNIP2	79155	ENSG00000168884
596322	596322	TNIP3	79931	ENSG00000050730
5408614	3550890	TNK1	8711	ENSG00000174292
1039182	4480196	TNK2	10188	ENSG00000061938
239181	5192379	TNKS	8658	ENSG00000173273
3574914	3526650	TNKS1BP1	85456	ENSG00000149115
3526650	2422750	TNKS2	80351	ENSG00000107854
4585087	4567199	TNN	63923	ENSG00000120332
4918616	5276157	TNNC1	7134	ENSG00000114854
4180693	4180693	TNNC2	7125	ENSG00000101470
2317416	2374615	TNNI1	7135	ENSG00000159173
2735961	1970718	TNNI2	7136	ENSG00000130598
2733753	5186717	TNNI3	7137	ENSG00000129991
5276157	5186717	TNNT1	7138	ENSG00000105048
5408640	2733753	TNNT2	7139	ENSG00000118194
5408646	11791409	TNNT3	7140	ENSG00000130595
2071763	821803	TNP1	7141	ENSG00000118245
2926041	821803	TNP2	7142	ENSG00000178279
3168228	3924216	TNPO1	3842	ENSG00000083312
1160697	1020140	TNPO2	30000	ENSG00000105576
4931247	4761161	TNPO3	23534	ENSG00000064419
3606465	2420504	TNR	7143	ENSG00000116147
5408601	2068280	TNRC18	84629	ENSG00000182095
9645254	4249988	TNRC6A	27327	ENSG00000090905
5831988	1160340	TNRC6B	23112	ENSG00000100354
3469281	4926237	TNRC6C	57690	ENSG00000078687
4946538	5219558	TNS1	7145	ENSG00000079308
4399398	11393240	TNS2	23371	ENSG00000111077
2729888	711574	TNS3	64759	ENSG00000136205
5821173	3231405	TNS4	84951	ENSG00000131746
5244295	14005602	TNXB	7148	ENSG00000231608
2722733	1160340	TOB1	10140	ENSG00000141232
5106243	5106243	TOB2	10766	ENSG00000183864
1671096	1719520	TOE1	114034	ENSG00000132773
2269862	3974050	TOLLIP	54472	ENSG00000078902
3067224	2695738	TOM1	10043	ENSG00000100284
2595235	3371516	TOM1L1	10040	ENSG00000141198
3301646	4372825	TOM1L2	146691	ENSG00000175662
74503	5011796	TOMM20	9804	ENSG00000173726
1563185	2068280	TOMM22	56993	ENSG00000100216
2651547	2271732	TOMM34	10953	ENSG00000025772
1198871	1563185	TOMM40	10452	ENSG00000130204
21566460	1727907	TOMM40L	84134	ENSG00000158882
1190460	2186087	TOMM5	401505	ENSG00000175768
1346594	1563185	TOMM7	54543	ENSG00000196683
2942639	2068280	TOMM70A	9868	ENSG00000154174
5334169	2047592	TONSL	4796	ENSG00000160949
2681025	194750	TOP1	7150	ENSG00000198900
4461164	14006301	TOP1MT	116447	ENSG00000184428
4684870	1666833	TOP2A	7153	ENSG00000131747
5408864	4684870	TOP2B	7155	ENSG00000077097
2678503	2915830	TOP3A	7156	ENSG00000177302
3816774	5298951	TOP3B	8940	ENSG00000100038
230755	532418	TOPAZ1	375337	ENSG00000173769
3725670	5220445	TOPBP1	11073	ENSG00000163781
868671	3606500	TOPORS	10210	ENSG00000197579
3524854	3643191	TOR1A	1861	ENSG00000136827
3692921	51253501	TOR1AIP1	26092	ENSG00000143337
2233081	3699097	TOR1AIP2	163590	ENSG00000169905
1920059	3692921	TOR1B	27348	ENSG00000136816
51253501	51253501	TOR2A	27433	ENSG00000160404
34668973	3692921	TOR3A	64222	ENSG00000186283
34385235	4748106	TOR4A	54863	ENSG00000198113
5204037	5204037	TOX2	84969	ENSG00000124191
4206835	4122724	TOX4	9878	ENSG00000092203
1885413	3016391	TP53	7157	ENSG00000141510
4092556	4092556	TP53AIP1	63970	ENSG00000120471
3756065	1145418	TP53BP1	7158	ENSG00000067369
3484827	4629164	TP53BP2	7159	ENSG00000143514
44523098	44523098	TP53I11	9537	ENSG00000175274
3390258	4972844	TP53I3	9540	ENSG00000115129
26773	2523926	TP53INP1	94241	ENSG00000164938
485844	2183154	TP53INP2	58476	ENSG00000078804
4028799	2979002	TP53RK	112858	ENSG00000172315
23753475	2186087	TP53TG5	27296	ENSG00000124251
1636625	2287965	TP63	8626	ENSG00000073282
2791218	14007162	TP73	7161	ENSG00000078900
1646075	457052	TPBG	7162	ENSG00000146242
27036751	44274804	TPCN1	53373	ENSG00000186815
44274804	5142994	TPCN2	219931	ENSG00000162341
4889015	1937161	TPD52	7163	ENSG00000076554
4288690	3908752	TPD52L1	7164	ENSG00000111907
1119744	4288690	TPD52L2	7165	ENSG00000101150
1937161	4889015	TPD52L3	89882	ENSG00000170777
43450639	2068280	TPGS1	91978	ENSG00000141933
3314010	799425	TPGS2	25941	ENSG00000134779
15653	746078	TPH1	7166	ENSG00000129167
435287	3077030	TPH2	121278	ENSG00000139287
853464	2068280	TPI1	7167	ENSG00000111669
3011764	3011764	TPK1	27010	ENSG00000196511
3926876	5302676	TPM1	7168	ENSG00000140416
4391456	5155720	TPM2	7169	ENSG00000198467
4528899	597019	TPM3	7170	ENSG00000143549
3332667	2693458	TPM4	7171	ENSG00000167460
3370191	2186087	TPMT	7172	ENSG00000137364
3134990	869337	TPO	7173	ENSG00000115705
2877879	2877879	TPP1	1200	ENSG00000166340
2316132	16817590	TPP2	7174	ENSG00000134900
1844666	986959	TPPP	11076	ENSG00000171368
4508776	2068280	TPPP3	51673	ENSG00000159713
4525397	14006948	TPR	7175	ENSG00000047410
4633341	2068280	TPRA1	131601	ENSG00000163870
115135	4465042	TPRG1L	127262	ENSG00000158109
2275603	4028799	TPRKB	51002	ENSG00000144034
5300025	2413104	TPRN	286262	ENSG00000176058
2319995	3503650	TPSB2	64499	ENSG00000197253
2628328	3001692	TPST1	8460	ENSG00000169902
1134113	3001692	TPST2	8459	ENSG00000128294
308140	3062679	TPT1	7178	ENSG00000133112
28671834	28671834	TPTE	7179	ENSG00000274391
51272239	51272239	TPTE2	93492	ENSG00000132958
1605039	11007384	TPX2	22974	ENSG00000088325
2620559	1031471	TRA2A	29896	ENSG00000164548
729324	8972596	TRA2B	6434	ENSG00000136527
948452	2068280	TRABD	80305	ENSG00000170638
5050062	2068280	TRABD2A	129293	ENSG00000186854
42718779	2068280	TRABD2B	388630	ENSG00000269113
4660946	4306109	TRADD	8717	ENSG00000102871
1508903	4896685	TRAF1	7185	ENSG00000056558
2547906	3222726	TRAF2	7186	ENSG00000127191
974711	4660946	TRAF3	7187	ENSG00000131323
2821449	5309392	TRAF3IP1	26146	ENSG00000204104
3673111	5026173	TRAF3IP2	10758	ENSG00000056972
2693641	5400483	TRAF3IP3	80342	ENSG00000009790
928592	5030185	TRAF4	9618	ENSG00000076604
4899455	4896685	TRAF5	7188	ENSG00000082512
2981808	4777466	TRAF6	7189	ENSG00000175104
505462	5255272	TRAF7	84231	ENSG00000131653
2202234	2981808	TRAFD1	10906	ENSG00000135148
1049186	3550890	TRAIP	10293	ENSG00000183763
4729226	5821236	TRAK1	22906	ENSG00000182606
5409400	4729226	TRAK2	66008	ENSG00000115993
3100223	4389571	TRAM1	23471	ENSG00000067167
4989900	4197396	TRAM2	9697	ENSG00000065308
5339988	4367092	TRANK1	9881	ENSG00000168016
3310209	3087482	TRAP1	10131	ENSG00000126602
2023167	5010415	TRAPPC1	58485	ENSG00000170043
4598004	5010415	TRAPPC10	7109	ENSG00000160218
5140146	3926094	TRAPPC11	60684	ENSG00000168538
563630	4321288	TRAPPC12	51112	ENSG00000171853
1132577	1132577	TRAPPC13	80006	ENSG00000113597
937174	5010415	TRAPPC2B	6399	ENSG00000256060
3272064	5010415	TRAPPC2L	51693	ENSG00000167515
5010415	1132577	TRAPPC3	27095	ENSG00000054116
2888549	937174	TRAPPC3L	100128327	ENSG00000173626
934298	937174	TRAPPC4	51399	ENSG00000196655
3080753	16814786	TRAPPC5	126003	ENSG00000181029
1898711	759095	TRAPPC6A	79090	ENSG00000007255
4381366	4381366	TRAPPC6B	122553	ENSG00000182400
14008073	5010415	TRAPPC8	22878	ENSG00000153339
5409305	5010415	TRAPPC9	83696	ENSG00000167632
3026760	4056103	TRAT1	50852	ENSG00000163519
3925932	4883227	TRDMT1	1787	ENSG00000107614
9378428	5395245	TRDN	10345	ENSG00000186439
1367855	3109406	TREM1	54210	ENSG00000124731
3814974	3109406	TREM2	54209	ENSG00000095970
4277034	4277034	TREML1	340205	ENSG00000161911
3158227	4774660	TRERF1	55809	ENSG00000124496
1442115	1365685	TREX1	11277	ENSG00000213689
2273898	2273898	TREX2	11219	ENSG00000183479
76850855	76850855	TRGC1	445347	ENSG00000211689
4800517	1427406	TRH	7200	ENSG00000170893
3922395	3922395	TRHDE	29953	ENSG00000072657
1427406	4397910	TRHR	7201	ENSG00000174417
2897231	124814	TRIAP1	51499	ENSG00000170855
3785827	2368398	TRIB1	10221	ENSG00000173334
330747	2154661	TRIB2	28951	ENSG00000071575
2033762	5343764	TRIB3	57761	ENSG00000101255
42177719	42177719	TRIL	9865	ENSG00000255690
5002309	596393	TRIM10	10107	ENSG00000237192
1377418	1615885	TRIM11	81559	ENSG00000154370
4056131	9148562	TRIM13	10206	ENSG00000204977
2426052	2426052	TRIM14	9830	ENSG00000106785
4652765	3408178	TRIM15	89870	ENSG00000204610
2690354	5006590	TRIM16	10626	ENSG00000221926
4866111	3873100	TRIM16L	147166	ENSG00000108448
3621185	2253502	TRIM17	51127	ENSG00000162931
4506260	4831700	TRIM2	23321	ENSG00000109654
98437	746078	TRIM21	6737	ENSG00000132109
848249	1944031	TRIM22	10346	ENSG00000132274
4049758	4865099	TRIM23	373	ENSG00000113595
2541362	4637755	TRIM24	8805	ENSG00000122779
3209988	5027188	TRIM25	7706	ENSG00000121060
2097950	2068280	TRIM26	7726	ENSG00000228881
1615885	4358247	TRIM27	5987	ENSG00000234495
163267	2809941	TRIM28	10155	ENSG00000130726
4053865	4941268	TRIM29	23650	ENSG00000137699
4620916	3638857	TRIM3	10612	ENSG00000110171
1845244	2922987	TRIM31	11074	ENSG00000204616
4928298	1615885	TRIM32	22954	ENSG00000119401
1527003	629682	TRIM33	51592	ENSG00000197323
3502245	3408178	TRIM34	53840	ENSG00000258659
4549251	3087482	TRIM35	23087	ENSG00000104228
9147810	2253502	TRIM36	55521	ENSG00000152503
4967019	5367134	TRIM37	4591	ENSG00000108395
5188054	3408178	TRIM38	10475	ENSG00000112343
4884208	2922987	TRIM39	56658	ENSG00000226437
22275991	2068280	TRIM39	202658	ENSG00000226437
52140996	5083094	TRIM4	89122	ENSG00000146833
33441531	3670225	TRIM40	135644	ENSG00000237046
1302547	4223084	TRIM41	90933	ENSG00000146063
41767860	41767860	TRIM42	287015	ENSG00000155890
3529773	4831700	TRIM43	129868	ENSG00000144015
4244749	3621185	TRIM44	54765	ENSG00000166326
914029	596393	TRIM45	80263	ENSG00000134253
4182248	5412796	TRIM46	80128	ENSG00000163462
1847393	3408178	TRIM47	91107	ENSG00000132481
25891395	2068280	TRIM48	79097	ENSG00000150244
34351525	4732923	TRIM49	57093	ENSG00000168930
52656422	52656422	TRIM49B	283116	ENSG00000182053
4137928	4831700	TRIM5	85363	ENSG00000132256
23922262	4601808	TRIM50	135892	ENSG00000146755
9650812	3971313	TRIM51	84767	ENSG00000124900
1032381	14007162	TRIM52	84851	ENSG00000183718
3952873	5257001	TRIM54	57159	ENSG00000138100
3051913	5058146	TRIM55	84675	ENSG00000147573
1817703	2253502	TRIM56	81844	ENSG00000169871
2180811	4157895	TRIM59	286827	ENSG00000213186
824160	4137928	TRIM6	117854	ENSG00000121236
28180508	2068280	TRIM6-TRIM34	445372	ENSG00000258588
1708495	10724543	TRIM62	55223	ENSG00000116525
1970718	1538112	TRIM63	84676	ENSG00000158022
44758870	5083094	TRIM64C	646754	ENSG00000214891
3444834	3408178	TRIM65	201292	ENSG00000141569
2243831	3408178	TRIM68	55128	ENSG00000167333
1620922	4682960	TRIM69	140691	ENSG00000185880
1742079	2281858	TRIM7	81786	ENSG00000146054
4502417	4600608	TRIM72	493829	ENSG00000177238
48105503	4732923	TRIM73	375593	ENSG00000178809
4753355	2256074	TRIM74	378108	ENSG00000155428
47727844	47727844	TRIM77	390231	ENSG00000214414
4686325	261783	TRIM8	81603	ENSG00000171206
1471693	2012571	TRIM9	114088	ENSG00000100505
46668098	654732	TRIML1	339976	ENSG00000184108
3540769	3540769	TRIML2	205860	ENSG00000179046
1495892	4761161	TRIO	7204	ENSG00000038382
358286	2053332	TRIOBP	11078	ENSG00000100106
685046	3176119	TRIP10	9322	ENSG00000125733
2979524	4303804	TRIP11	9321	ENSG00000100815
4790412	966425	TRIP12	9320	ENSG00000153827
2204433	2498461	TRIP13	9319	ENSG00000071539
1873263	2304613	TRIP4	9325	ENSG00000103671
961919	9443022	TRIP6	7205	ENSG00000087077
